City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Yuli,NG,2021-04-08 01:15:12,9.6989,10.2744,83.97,14,100,6.24
283,Agadez,NE,2021-04-08 01:15:12,19.75,10.25,79.88,8,100,7.0
284,Akmene,LT,2021-04-08 01:15:12,56.25,22.75,33.8,100,90,10.36
285,San Patricio,US,2021-04-08 01:15:13,28.017,-97.5169,77.0,88,75,11.5
286,Saint-Philippe,RE,2021-04-08 01:07:43,-21.3585,55.7679,77.0,78,90,5.75
287,Lompoc,US,2021-04-08 01:07:52,34.6391,-120.4579,59.0,63,48,12.66
288,Ribeira Grande,PT,2021-04-08 01:15:13,38.5167,-28.7,60.1,90,54,20.87
289,La Asuncion,VE,2021-04-08 01:15:13,11.0333,-63.8628,89.6,58,76,14.97
290,Grand Baie,MU,2021-04-08 01:15:14,-20.0182,57.5802,80.01,75,97,3.0
291,Ayan,RU,2021-04-08 01:15:14,56.45,138.1667,24.53,88,100,14.85
